Age,Occupation,Risk Tolerance,Investment Goals,Income Level,Address,Account Balance,Deposits,Withdrawals,Transfers,International Transfers,Investments,Loan Amount,Loan Purpose,Employment Status,Loan Term (Months),Interest Rate,Loan Status,Transaction Description
67,Retiree,High,Income Generation,$28703.46,"30313 Trujillo Track Suite 843
New Lisashire, MH 52708",$40559.60,$7767.71,$8218.14,$8280.71,$108.19,$10765.31,$31482.47,Auto Purchase,Retired,48,12.19%,rejected,"Payment of $2890.32 at Allen, Martin and Nelson"
54,Lawyer,Low,Speculation,$64513.09,"2049 Nicholas Streets Apt. 533
Benjaminmouth, DE 70550",$13258.10,$1601.50,$1575.46,$1736.35,$277.64,$910.79,$50000.00,Medical Expenses,Retired,48,12.57%,pending,$2576.25 debited for Mckinney-Scott purchase
54,Teacher,Low,Speculation,$49539.20,"24477 Ford Freeway Suite 872
West Sarah, OR 30168",$29636.75,$13742.33,$4118.06,$4308.40,$1288.72,$5170.59,$50000.00,Medical Expenses,Unemployed,12,14.39%,rejected,Entertainment transaction of $2126.35 at Lowery-Wyatt
76,Engineer,Low,Income Generation,$49709.24,"Unit 5271 Box 4645
DPO AP 41666",$15862.45,$7502.30,$2428.55,$3431.54,$329.39,$2902.76,$50000.00,Medical Expenses,Retired,12,13.17%,rejected,Large amount of $2490.86 spent at Davidson and Sons
50,Teacher,Medium,Growth,$65804.80,"05540 Allen Manor Apt. 926
North Timothy, KS 77634",$100000.00,$11355.73,$23956.22,$13779.30,$2713.80,$13968.06,$50000.00,Home Improvement,Self-Employed,60,10.85%,approved,"Payment of $2860.57 at Smith, Miller and Bell"
37,Artist,Low,Growth,$79419.23,"324 Samantha Avenue
West Kristineton, MN 32781",$100000.00,$13262.45,$13325.08,$15436.70,$3529.32,$16299.55,$34340.03,Home Improvement,Self-Employed,60,10.25%,rejected,"Transaction at Mcmahon, Evans and Noble for $2804.45"
35,Retiree,High,Growth,$40071.64,"USNV Riddle
FPO AA 09628",$16758.33,$5310.69,$2975.99,$3163.68,$429.16,$6518.70,$38576.10,Medical Expenses,Retired,48,8.89%,approved,"$2855.25 debited for Smith, Campbell and Johnston purchase"
71,Engineer,High,Income Generation,$41323.47,"USCGC Morales
FPO AA 02557",$79909.88,$34781.66,$6093.71,$17500.61,$2710.98,$13332.36,$8682.23,Auto Purchase,Employed,36,8.86%,pending,Transaction at Boyd-Baxter for $1947.05
43,Artist,High,Wealth Preservation,$95848.02,"1281 Buckley Shore
Laurenmouth, PR 43538",$100000.00,$25442.15,$22327.16,$16119.62,$66.73,$13335.18,$50000.00,Auto Purchase,Retired,12,13.16%,pending,Transaction at King and Sons for $1376.72
31,Engineer,Medium,Wealth Preservation,$111182.17,"099 Robert Throughway Suite 772
Rickyville, TX 47754",$100000.00,$39907.50,$12958.25,$6743.94,$540.53,$11376.20,$50000.00,Debt Consolidation,Unemployed,12,12.62%,pending,"Purchase at Clark, Mitchell and Calhoun for $2607.89 on 2024-03-17"
50,Artist,High,Growth,$91672.29,"4718 Devin Lights Suite 482
Port Samanthatown, ND 98725",$73957.81,$33055.60,$11049.13,$4305.54,$59.26,$23617.24,$50000.00,Debt Consolidation,Retired,12,10.05%,approved,Payment of $1246.02 at Murphy-Williams
63,Doctor,High,Wealth Preservation,$62427.07,"USNS Kennedy
FPO AE 41734",$44652.40,$9176.51,$13197.52,$9171.65,$875.89,$7388.82,$32285.50,Medical Expenses,Unemployed,48,8.83%,approved,$4953.44 debited for Young-York purchase
46,Retiree,High,Income Generation,$79500.94,"538 Heather Lakes
Port Heatherfurt, NH 93972",$100000.00,$26622.33,$28281.83,$5623.18,$126.88,$37038.86,$50000.00,Home Improvement,Retired,24,10.97%,approved,Transaction at Jennings and Sons for $2755.66
23,Lawyer,Medium,Speculation,$59105.10,"USS Matthews
FPO AP 47281",$53882.69,$16599.83,$10744.24,$8200.77,$2005.69,$5776.40,$25979.38,Small Business,Unemployed,12,9.98%,pending,$1431.15 debited for Green-Mathis purchase
67,Student,Medium,Speculation,$75021.43,"9270 Brock Square Suite 605
Quinnfort, CA 19972",$100000.00,$29404.29,$11278.15,$17574.60,$206.92,$6896.89,$36640.10,Small Business,Retired,60,9.43%,approved,Electronics transaction of $1859.76 at Jones-Coleman
72,Doctor,Low,Wealth Preservation,$51343.17,"0265 Lee Park Apt. 014
South Mariaside, VA 94079",$48698.70,$14212.48,$3086.42,$7773.97,$2083.61,$5575.31,$50000.00,Auto Purchase,Retired,60,11.67%,rejected,Payment of $2666.51 at Haynes-Gonzales
51,Engineer,Medium,Speculation,$32201.25,"3066 Cynthia Point Suite 967
West Omar, NV 73644",$45613.04,$10806.67,$11220.62,$3782.72,$997.80,$5792.00,$44401.89,Medical Expenses,Self-Employed,60,12.73%,rejected,$1196.75 debited for Logan-Olsen purchase
52,Teacher,Medium,Wealth Preservation,$37139.04,"858 Walter Cove Apt. 947
Lake Sabrinashire, AZ 93016",$59663.17,$6510.63,$4384.98,$11573.45,$942.78,$11434.61,$43723.96,Auto Purchase,Retired,48,11.97%,pending,Purchase at Carr PLC for $410.85 on 2024-03-06
73,Doctor,High,Growth,$116509.07,"786 Christine Ville Apt. 783
Port Joseph, WY 04292",$15128.93,$3824.24,$1693.50,$3286.90,$242.48,$4065.22,$50000.00,Auto Purchase,Retired,48,12.08%,rejected,$3482.79 debited for Mclaughlin-Medina purchase
32,Engineer,High,Growth,$24942.39,"80913 Amy Oval
Millstown, CA 83272",$9179.04,$2788.89,$2199.01,$1269.82,$291.42,$913.21,$13908.23,Small Business,Self-Employed,48,7.19%,approved,"Transaction at Griffin, Miller and Quinn for $3081.70"
82,Artist,Low,Income Generation,$49120.70,"68660 Moss Place Apt. 137
West Virginiaton, ID 94031",$54353.03,$6646.98,$6835.83,$8835.77,$452.97,$7729.75,$50000.00,Home Improvement,Employed,36,9.05%,approved,$3314.93 spent at Stewart-Williams on 2024-02-26
68,Engineer,High,Speculation,$80998.89,"04431 Nichols Overpass Apt. 483
East Mario, OR 45193",$27168.18,$6852.47,$7551.80,$6175.14,$1223.54,$7310.65,$50000.00,Auto Purchase,Self-Employed,36,12.82%,pending,Transaction at Whitehead-Martin for $3343.85
67,Artist,Medium,Growth,$89562.31,"496 Chan Mission
Penningtonmouth, DC 12716",$76381.41,$35269.92,$4122.56,$7329.11,$1526.39,$7926.93,$50000.00,Auto Purchase,Retired,24,10.96%,approved,Transaction at Silva-Mcknight for $49.78
67,Artist,Low,Income Generation,$67415.01,"71777 Michelle Plains
East Ryanmouth, MN 06036",$100000.00,$42438.54,$22978.98,$9502.77,$952.85,$9211.53,$50000.00,Small Business,Retired,12,13.20%,pending,Travel transaction of $4418.18 at Larson Group
20,Teacher,Low,Growth,$78520.19,"386 Cole Manors
Kellyborough, NH 23568",$65986.34,$18233.85,$9307.22,$5000.63,$845.50,$10585.20,$50000.00,Debt Consolidation,Unemployed,36,10.16%,approved,Payment of $1732.05 at Anderson-Gilbert
52,Doctor,Medium,Growth,$83177.65,"9826 Mercado Tunnel
West Kristinhaven, MP 82217",$100000.00,$36471.67,$11371.65,$8519.51,$1054.16,$5358.93,$50000.00,Auto Purchase,Employed,24,11.91%,rejected,"$1055.67 debited for Foster, Vasquez and Levine purchase"
81,Engineer,Medium,Growth,$17500.50,"9503 Baldwin Track Apt. 803
East Debra, KY 28880",$28321.13,$11966.39,$7216.51,$4357.96,$236.34,$1775.81,$19034.12,Home Improvement,Retired,60,6.19%,approved,$4416.51 spent at Williams Ltd on 2024-07-05
49,Doctor,High,Wealth Preservation,$32234.33,"PSC 7354, Box 4048
APO AA 79746",$37032.74,$8027.25,$2896.87,$6451.74,$1070.22,$11005.21,$38484.49,Debt Consolidation,Self-Employed,60,9.59%,approved,Purchase at Potts PLC for $2244.94 on 2024-01-22
19,Student,Low,Speculation,$38829.80,"18071 Green Terrace
Shepherdborough, VI 71235",$11208.26,$2479.52,$2059.17,$1259.00,$300.63,$1245.24,$22928.55,Debt Consolidation,Self-Employed,36,10.18%,rejected,Payment of $3122.38 at Mcgee-Wolfe
59,Retiree,High,Growth,$57652.77,"795 Cooper Forks Apt. 210
Stacyberg, AL 83885",$32564.29,$14309.70,$6595.88,$2607.02,$275.04,$9633.43,$50000.00,Medical Expenses,Self-Employed,24,9.66%,approved,$2376.51 debited for Brock and Sons purchase
75,Student,Medium,Wealth Preservation,$65001.28,"082 Jordan Glen
Leachburgh, NH 13660",$78858.07,$11299.74,$14099.76,$14271.93,$3716.16,$9953.02,$50000.00,Debt Consolidation,Self-Employed,24,12.77%,pending,"Transaction at Thompson, Blackwell and Martin for $901.42"
22,Engineer,Medium,Income Generation,$124392.05,"770 Carroll Fords
North Robertborough, OK 84449",$100000.00,$49684.59,$29020.77,$16964.83,$925.87,$18052.73,$50000.00,Home Improvement,Self-Employed,24,9.32%,approved,$893.06 spent at Delgado-Delgado on 2024-03-28
60,Student,Low,Income Generation,$75152.80,"4044 Brown Islands
Jonesfurt, RI 98377",$70023.57,$25119.97,$8771.09,$12599.09,$2453.58,$10195.35,$34314.23,Debt Consolidation,Retired,24,7.62%,approved,$2839.27 spent at Griffin-Nguyen on 2024-04-24
26,Teacher,High,Wealth Preservation,$69612.38,"PSC 7449, Box 5889
APO AA 75448",$33934.34,$11555.62,$5466.54,$5755.88,$169.00,$5576.38,$50000.00,Small Business,Retired,36,15.00%,pending,"Transaction at Snyder, Bishop and Glover for $2989.83"
31,Artist,Medium,Growth,$70013.98,"05796 Brian Vista
New Michael, SC 36780",$100000.00,$42266.18,$22737.70,$11449.80,$875.50,$15668.27,$50000.00,Home Improvement,Unemployed,60,13.15%,rejected,Purchase at Collins-Hammond for $2293.36 on 2024-05-25
18,Student,Low,Wealth Preservation,$56299.14,"63142 Lynch Burg
Raymondchester, NM 68540",$34747.66,$9168.93,$4326.82,$3832.46,$70.43,$3376.35,$50000.00,Small Business,Retired,36,9.72%,approved,Electronics transaction of $4570.63 at Thompson LLC
57,Student,Medium,Wealth Preservation,$103310.42,"0598 Kevin Canyon Suite 663
New Anna, TN 94463",$100000.00,$42399.94,$21320.55,$5235.09,$572.47,$8332.56,$50000.00,Small Business,Retired,12,11.94%,approved,"Payment of $2238.66 at Robinson, Morgan and Mcneil"
43,Engineer,Low,Wealth Preservation,$111166.06,"9912 Joshua Causeway Apt. 310
Mackside, WI 26924",$100000.00,$31281.74,$17946.04,$13459.19,$3591.20,$6039.61,$50000.00,Home Improvement,Retired,36,11.63%,pending,Payment of $4875.37 at Greer-Ward
38,Teacher,Medium,Growth,$64786.80,"556 Bowman Meadow
Jillianhaven, OK 13002",$100000.00,$45604.52,$24824.96,$24155.18,$4599.79,$13873.83,$14519.73,Home Improvement,Self-Employed,12,10.71%,pending,Entertainment transaction of $2522.46 at Lewis and Sons
43,Doctor,Medium,Growth,$9841.09,"5353 Kennedy Fort
Martintown, WI 83186",$7029.86,$2882.01,$1843.44,$1072.13,$189.64,$1098.68,$5000.00,Small Business,Unemployed,48,5.84%,approved,$58.20 spent at Bishop Inc on 2024-05-10
62,Doctor,Low,Wealth Preservation,$21367.26,"05481 Julia Valleys Apt. 747
New Patrickfort, IL 20396",$8286.29,$3668.96,$1815.60,$1240.19,$317.63,$1534.51,$15656.50,Auto Purchase,Retired,36,9.18%,pending,Payment of $3280.85 at Meadows-Garcia
74,Artist,High,Income Generation,$29589.48,"USNV Sanchez
FPO AP 97721",$28693.86,$10234.14,$7687.13,$4108.34,$1026.50,$4173.40,$41727.05,Small Business,Unemployed,60,13.02%,pending,"$2789.94 debited for Hayes, Miller and Evans purchase"
46,Student,Medium,Income Generation,$60881.86,"99424 William Stravenue
Brooksfurt, FM 21692",$66628.77,$27653.85,$11815.33,$9345.35,$1226.43,$12602.34,$20648.07,Debt Consolidation,Self-Employed,48,10.19%,rejected,Purchase at Foley-Martinez for $3306.83 on 2024-05-18
49,Student,High,Income Generation,$86306.52,"39463 Smith Shoals
Audreyside, OH 12721",$71985.76,$12559.98,$6340.68,$13880.21,$136.85,$9439.90,$13297.99,Medical Expenses,Employed,12,10.07%,pending,Unusual transaction at Hawkins-Dixon for $3273.81
63,Doctor,Low,Growth,$109298.40,"07469 Amanda Ways Suite 162
Lake Susan, MA 63150",$59903.11,$24189.81,$10115.07,$10736.64,$2661.05,$3248.32,$39068.61,Medical Expenses,Retired,48,10.56%,rejected,"$18.38 debited for Williams, Smith and Smith purchase"
55,Student,Low,Growth,$99061.71,"704 John Path Suite 986
North Cynthiamouth, DE 17838",$100000.00,$46098.85,$22781.87,$24129.41,$278.13,$16091.15,$50000.00,Medical Expenses,Unemployed,24,10.22%,approved,Payment of $1586.85 at Evans Ltd
55,Engineer,High,Income Generation,$80393.79,"180 Pope Groves Apt. 038
East Courtneymouth, ND 51924",$95827.57,$41312.70,$20398.04,$9228.64,$2135.87,$14425.70,$50000.00,Medical Expenses,Unemployed,36,14.46%,rejected,Groceries transaction of $165.85 at Craig and Sons
50,Engineer,Low,Income Generation,$114259.32,"36760 Dustin Lake Apt. 537
West Edward, NC 21333",$100000.00,$47870.77,$7849.41,$12441.72,$62.97,$19798.36,$50000.00,Debt Consolidation,Employed,60,9.14%,approved,Purchase at Graves-Miller for $4521.05 on 2024-05-05
23,Artist,Low,Growth,$65518.75,"6338 Drake Port Suite 224
East Deborah, FL 35474",$56689.36,$15190.45,$4242.66,$6544.77,$1833.53,$6317.89,$50000.00,Small Business,Self-Employed,36,12.52%,rejected,Payment of $4855.73 at Harper-Tran
76,Teacher,Medium,Growth,$96186.55,"72716 Teresa Road Apt. 658
Travisburgh, MD 34891",$100000.00,$36738.35,$17594.83,$6241.01,$593.65,$9318.35,$32748.46,Medical Expenses,Unemployed,24,9.06%,approved,"Payment of $605.47 at Martinez, Alexander and Martin"
85,Teacher,Low,Growth,$91208.65,"PSC 2399, Box 9030
APO AE 88314",$100000.00,$18245.70,$20778.83,$11020.19,$57.90,$5192.13,$39599.99,Small Business,Unemployed,60,8.66%,approved,"Transaction at Delacruz, Williams and Garrison for $4709.19"
69,Student,High,Growth,$87246.65,"419 Salas Wall
Port Natasha, PW 01705",$100000.00,$16447.97,$22333.69,$24471.51,$6523.30,$33665.50,$50000.00,Medical Expenses,Employed,48,14.11%,rejected,Groceries transaction of $1106.34 at Smith-Fry
81,Student,Low,Growth,$69125.54,"5748 Christopher Spur
West Larry, NC 94973",$54631.49,$6722.12,$5269.91,$5669.76,$1446.19,$3963.01,$41779.02,Home Improvement,Self-Employed,36,8.92%,approved,"Payment of $3318.68 at Valdez, Gates and Owens"
45,Lawyer,Medium,Speculation,$132498.48,"1767 Sanders Manors Suite 277
Caitlynside, CT 93501",$100000.00,$44608.68,$21642.03,$24854.07,$5375.06,$18178.36,$50000.00,Debt Consolidation,Retired,48,11.22%,approved,"Payment of $2580.15 at Davis, Guerra and Whitney"
49,Artist,High,Income Generation,$26273.32,"626 Montes Street
West Christopherfurt, WV 09802",$38151.46,$7265.35,$8479.31,$3201.57,$839.99,$11692.35,$22174.62,Auto Purchase,Self-Employed,36,6.36%,approved,"Large amount of $2377.24 spent at Williams, Shelton and Chan"
84,Lawyer,Medium,Growth,$52091.50,"PSC 0887, Box 4737
APO AA 30275",$30352.30,$9540.77,$6456.19,$6410.81,$709.57,$1667.34,$50000.00,Debt Consolidation,Retired,36,14.23%,pending,"$2127.11 spent at Riley, Ramos and Hill on 2024-05-14"
32,Engineer,High,Growth,$105646.96,"8541 Anthony Ford
Joshuabury, AS 92392",$100000.00,$11532.80,$10837.95,$17899.86,$97.33,$6485.07,$17766.47,Auto Purchase,Unemployed,12,5.86%,approved,$4307.45 debited for Carroll and Sons purchase
39,Artist,High,Speculation,$58673.46,"1742 Coleman Court
West Jessica, VA 03032",$44044.99,$8260.41,$6221.12,$8760.34,$847.86,$15454.49,$50000.00,Auto Purchase,Retired,60,11.98%,rejected,Payment of $846.30 at Rodriguez Inc
54,Lawyer,High,Growth,$114708.21,"01904 Wendy Spur Apt. 916
North Linda, MD 76487",$16488.79,$7201.16,$4064.82,$3509.42,$898.20,$3742.05,$18122.94,Small Business,Employed,36,6.35%,approved,"$4588.00 debited for Webb, Gonzales and Richardson purchase"
34,Retiree,High,Wealth Preservation,$33384.82,"45407 Sosa Bridge Suite 693
Sherryport, OR 15414",$45428.84,$17535.20,$7401.42,$2821.38,$620.91,$13477.15,$13671.54,Medical Expenses,Employed,24,9.32%,rejected,$2392.11 spent at Bennett PLC on 2024-08-07
55,Student,Medium,Speculation,$64381.23,"PSC 6180, Box 8839
APO AE 18226",$23075.13,$10184.70,$6365.22,$3424.00,$513.41,$3885.63,$13030.60,Auto Purchase,Self-Employed,12,7.96%,pending,Electronics transaction of $4352.30 at Stewart Group
65,Engineer,High,Speculation,$55900.04,"5286 Miles Pass
East Michael, NH 23079",$95132.43,$31628.35,$8982.19,$23028.29,$732.58,$31408.02,$50000.00,Debt Consolidation,Unemployed,36,9.76%,approved,Suspicious purchase of $1189.14 at Nguyen-Cuevas
39,Doctor,Low,Growth,$25327.17,"344 Cowan Key Apt. 514
Christopherland, UT 64204",$43818.26,$15096.82,$6032.42,$9602.97,$2083.78,$4018.07,$28380.42,Home Improvement,Self-Employed,48,10.21%,pending,$1040.72 spent at White Ltd on 2024-02-05
60,Engineer,Medium,Income Generation,$47553.63,"963 Dunn Turnpike Apt. 887
East Benjamin, GA 16566",$63455.93,$28607.47,$16710.13,$10002.69,$2322.43,$5037.48,$50000.00,Medical Expenses,Employed,24,10.42%,approved,"Unusual transaction at Allen, Woods and Grimes for $2913.84"
73,Student,High,Speculation,$57195.51,"USS Jordan
FPO AE 16814",$16465.93,$2177.01,$3539.00,$3140.26,$131.51,$4863.23,$50000.00,Debt Consolidation,Retired,24,10.19%,approved,$2223.80 debited for Leon-Shelton purchase
20,Retiree,Medium,Speculation,$137214.03,"35197 Roberto Lodge Suite 189
South Paul, VI 65586",$100000.00,$41683.50,$15796.52,$9935.98,$2118.86,$14375.27,$19096.21,Debt Consolidation,Self-Employed,48,10.02%,pending,"Transaction at Miller, Lucas and Morris for $2213.22"
58,Retiree,Medium,Wealth Preservation,$73797.16,"580 Jessica Valleys
Jessicashire, RI 37713",$83691.11,$26839.76,$22164.34,$7197.34,$323.91,$15878.19,$50000.00,Medical Expenses,Employed,60,11.03%,approved,"$454.79 debited for Bailey, Sampson and Pierce purchase"
26,Engineer,High,Wealth Preservation,$66664.32,"5826 Anderson Pike
Lake Catherine, WA 14807",$79813.59,$38613.59,$18071.20,$12393.20,$2538.48,$16579.31,$50000.00,Debt Consolidation,Retired,24,11.03%,approved,Travel transaction of $1572.16 at Bennett Group
75,Retiree,High,Income Generation,$22723.56,"USNV Estrada
FPO AA 97985",$4988.06,$2436.73,$833.80,$792.75,$23.39,$1829.97,$15202.45,Home Improvement,Retired,36,5.94%,approved,Transaction at Rios-Humphrey for $1416.81
25,Retiree,High,Growth,$134221.96,"8047 Paul Stream Apt. 961
Melissamouth, PR 97990",$100000.00,$14583.84,$27950.23,$5636.89,$434.90,$16780.20,$50000.00,Debt Consolidation,Employed,12,12.56%,rejected,"Suspicious purchase of $128.80 at Miller, Hughes and Hansen"
21,Student,Low,Growth,$46492.44,"082 Stephanie Estate
Warrenshire, WV 53345",$53506.30,$12340.73,$9067.63,$5044.20,$314.58,$6381.54,$43822.43,Auto Purchase,Employed,48,9.72%,approved,$4003.87 debited for Gonzalez and Sons purchase
54,Engineer,High,Speculation,$22765.27,"2256 Sanchez Greens
Moorefort, CO 99114",$13075.35,$4558.54,$1385.73,$3004.33,$612.47,$3512.74,$13044.41,Medical Expenses,Retired,36,9.21%,rejected,$1895.82 spent at Gomez Inc on 2024-04-03
78,Retiree,High,Growth,$25181.41,"00084 Eric Rapids
Travisland, NJ 80287",$14951.13,$4814.02,$4021.03,$2999.23,$410.87,$1186.27,$7680.33,Home Improvement,Employed,60,6.08%,approved,Clothing transaction of $868.93 at James-Lopez
21,Retiree,Low,Income Generation,$101984.01,"210 Linda Lodge Apt. 337
Lake Ashley, UT 35506",$100000.00,$40334.18,$26136.79,$8695.61,$2028.73,$17555.25,$50000.00,Small Business,Retired,48,13.16%,rejected,Entertainment transaction of $3400.83 at Delgado Group
73,Student,High,Growth,$71174.84,"024 Sullivan Fields Apt. 923
Lake Kristinatown, NJ 83355",$100000.00,$22179.71,$6415.87,$19043.56,$4884.81,$20748.42,$16097.15,Auto Purchase,Employed,60,8.29%,rejected,Purchase at Clark-Brown for $3706.18 on 2024-05-09
76,Retiree,Medium,Income Generation,$-9696.22,"Unit 7046 Box 3962
DPO AE 05446",$1000.00,$215.07,$195.27,$91.43,$21.54,$84.52,$5000.00,Medical Expenses,Retired,60,8.51%,rejected,"Payment of $90.50 at Castillo, Keller and Mccullough"
24,Student,Low,Income Generation,$119195.06,"75135 Sandra Expressway Suite 926
North James, VA 01023",$100000.00,$15307.68,$29126.17,$14077.42,$1605.08,$6521.94,$50000.00,Home Improvement,Unemployed,36,13.68%,pending,"Electronics transaction of $648.80 at James, Walker and Williams"
76,Lawyer,High,Income Generation,$41378.57,"USS Anderson
FPO AP 08599",$11472.72,$1813.20,$1829.88,$2288.56,$427.08,$3691.07,$5000.00,Auto Purchase,Self-Employed,36,9.75%,rejected,$3978.13 debited for Tate and Sons purchase
73,Teacher,High,Growth,$129242.96,"1431 Randall Islands Suite 686
West Madison, NC 91145",$65112.16,$25450.39,$12206.88,$12888.07,$3659.84,$16663.40,$25879.01,Debt Consolidation,Retired,12,10.83%,rejected,Transaction at Jones-Paul for $3738.11
43,Retiree,Low,Growth,$110350.13,"5931 Vasquez Wells Suite 028
East Marissa, PA 71123",$100000.00,$21538.84,$19435.82,$6997.94,$2095.40,$5889.91,$21620.41,Medical Expenses,Self-Employed,36,7.32%,approved,$3736.08 debited for Benitez-Gomez purchase
42,Lawyer,Medium,Growth,$40527.84,"511 Abigail Ways Apt. 358
Hendersonmouth, NH 92810",$61315.55,$18460.63,$10283.08,$13415.33,$195.45,$4156.93,$9608.91,Medical Expenses,Retired,60,5.44%,approved,"Payment of $4027.31 at Nash, Garcia and Dunn"
76,Artist,Medium,Growth,$106911.12,"468 Matthew Branch Apt. 404
Matthewfurt, WA 09435",$100000.00,$37066.47,$15286.49,$19230.03,$1835.08,$5506.74,$50000.00,Small Business,Employed,60,10.46%,approved,Payment of $2490.63 at Porter Inc
